,src,race_date,race_course,race_number,race_id,race_class,race_distance,track_condition,race_name,track,sectional_time,incident_report,finishing_position,horse_number,horse_name,horse_id,jockey,trainer,actual_weight,declared_horse_weight,draw,length_behind_winner,running_position_1,running_position_2,running_position_3,running_position_4,finish_time,win_odds,running_position_5,running_position_6
8435,20150531-7.html,2015-05-31,Sha Tin,7,2014-659,Group One,2400,GOOD TO FIRM,THE STANDARD CHARTERED CHAMPIONS & CHATER CUP,"TURF - ""A"" COURSE",25.28 24.40 25.40 25.36 23.80 23.28,"
                MR GNOCCHI and BLAZING SPEED bumped on a number of occasions shortly after the start.
Shortly after the start, K Teetan (KHAYA) adjusted his right stirrup iron.
HELENE SUPER STAR lost its right front plate at the 2100 Metres.
T Berry (DOMINANT) was found guilty of a charge of improper riding [Rule 100(1)] in that between the 1700 Metres and the 1600 Metres he directed his mount in onto MR GNOCCHI which had established its position one horse away from the rail.  As a result of directing DOMINANT in onto MR GNOCCHI at this time, MR GNOCCHI was unnecessarily hampered and became unbalanced on a number of occasions when being bumped by DOMINANT.  T Berry was suspended from riding in races for a period to expire on Thursday, 9 July 2015 on which day he may resume race riding (6 Hong Kong racedays).  The commencement of the suspension was deferred until after the race meeting to be conducted in Queensland on Saturday, 20 June 2015.  For some distance after this, DOMINANT and MR GNOCCHI continued to race tight.
Near the 650 Metres, HELENE SUPER STAR and HELENE HAPPY STAR raced tight.
Rounding the Home Turn, DOMINANT became unbalanced after being bumped on the hindquarters by MR GNOCCHI which was attempting to improve between DOMINANT and BLAZING SPEED which, when shifting to the outside of HELENE HAPPY STAR, was taken wider by that horse which was taken out by HELENE SUPER STAR which shifted out to improve around KHAYA.
HARBOUR MASTER was held up for clear running in the early part of the Straight.
Near the 100 Metres, HARBOUR MASTER was momentarily awkwardly placed when racing tight inside HELENE SUPER STAR.
The performance of SAME WORLD, which finished tailed out, was considered unacceptable.  Before being allowed to race again, SAME WORLD will be required to perform to the satisfaction of the Stewards in an official barrier trial and be subjected to an official veterinary examination.
BLAZING SPEED, HELENE SUPER STAR and DOMINANT were sent for sampling.
",3,6.0,HELENE HAPPY STAR,T104,J Moreira,J Moore,126,1109,5,N,3.0,3.0,3.0,3.0,2.27.58,3,3.0,3.0
8436,20150531-7.html,2015-05-31,Sha Tin,7,2014-659,Group One,2400,GOOD TO FIRM,THE STANDARD CHARTERED CHAMPIONS & CHATER CUP,"TURF - ""A"" COURSE",25.28 24.40 25.40 25.36 23.80 23.28,"
                MR GNOCCHI and BLAZING SPEED bumped on a number of occasions shortly after the start.
Shortly after the start, K Teetan (KHAYA) adjusted his right stirrup iron.
HELENE SUPER STAR lost its right front plate at the 2100 Metres.
T Berry (DOMINANT) was found guilty of a charge of improper riding [Rule 100(1)] in that between the 1700 Metres and the 1600 Metres he directed his mount in onto MR GNOCCHI which had established its position one horse away from the rail.  As a result of directing DOMINANT in onto MR GNOCCHI at this time, MR GNOCCHI was unnecessarily hampered and became unbalanced on a number of occasions when being bumped by DOMINANT.  T Berry was suspended from riding in races for a period to expire on Thursday, 9 July 2015 on which day he may resume race riding (6 Hong Kong racedays).  The commencement of the suspension was deferred until after the race meeting to be conducted in Queensland on Saturday, 20 June 2015.  For some distance after this, DOMINANT and MR GNOCCHI continued to race tight.
Near the 650 Metres, HELENE SUPER STAR and HELENE HAPPY STAR raced tight.
Rounding the Home Turn, DOMINANT became unbalanced after being bumped on the hindquarters by MR GNOCCHI which was attempting to improve between DOMINANT and BLAZING SPEED which, when shifting to the outside of HELENE HAPPY STAR, was taken wider by that horse which was taken out by HELENE SUPER STAR which shifted out to improve around KHAYA.
HARBOUR MASTER was held up for clear running in the early part of the Straight.
Near the 100 Metres, HARBOUR MASTER was momentarily awkwardly placed when racing tight inside HELENE SUPER STAR.
The performance of SAME WORLD, which finished tailed out, was considered unacceptable.  Before being allowed to race again, SAME WORLD will be required to perform to the satisfaction of the Stewards in an official barrier trial and be subjected to an official veterinary examination.
BLAZING SPEED, HELENE SUPER STAR and DOMINANT were sent for sampling.
",4,1.0,BLAZING SPEED,P192,N Callan,A S Cruz,126,1135,3,N,5.0,5.0,5.0,5.0,2.27.59,2.5,5.0,4.0
8437,20150531-7.html,2015-05-31,Sha Tin,7,2014-659,Group One,2400,GOOD TO FIRM,THE STANDARD CHARTERED CHAMPIONS & CHATER CUP,"TURF - ""A"" COURSE",25.28 24.40 25.40 25.36 23.80 23.28,"
                MR GNOCCHI and BLAZING SPEED bumped on a number of occasions shortly after the start.
Shortly after the start, K Teetan (KHAYA) adjusted his right stirrup iron.
HELENE SUPER STAR lost its right front plate at the 2100 Metres.
T Berry (DOMINANT) was found guilty of a charge of improper riding [Rule 100(1)] in that between the 1700 Metres and the 1600 Metres he directed his mount in onto MR GNOCCHI which had established its position one horse away from the rail.  As a result of directing DOMINANT in onto MR GNOCCHI at this time, MR GNOCCHI was unnecessarily hampered and became unbalanced on a number of occasions when being bumped by DOMINANT.  T Berry was suspended from riding in races for a period to expire on Thursday, 9 July 2015 on which day he may resume race riding (6 Hong Kong racedays).  The commencement of the suspension was deferred until after the race meeting to be conducted in Queensland on Saturday, 20 June 2015.  For some distance after this, DOMINANT and MR GNOCCHI continued to race tight.
Near the 650 Metres, HELENE SUPER STAR and HELENE HAPPY STAR raced tight.
Rounding the Home Turn, DOMINANT became unbalanced after being bumped on the hindquarters by MR GNOCCHI which was attempting to improve between DOMINANT and BLAZING SPEED which, when shifting to the outside of HELENE HAPPY STAR, was taken wider by that horse which was taken out by HELENE SUPER STAR which shifted out to improve around KHAYA.
HARBOUR MASTER was held up for clear running in the early part of the Straight.
Near the 100 Metres, HARBOUR MASTER was momentarily awkwardly placed when racing tight inside HELENE SUPER STAR.
The performance of SAME WORLD, which finished tailed out, was considered unacceptable.  Before being allowed to race again, SAME WORLD will be required to perform to the satisfaction of the Stewards in an official barrier trial and be subjected to an official veterinary examination.
BLAZING SPEED, HELENE SUPER STAR and DOMINANT were sent for sampling.
",5,3.0,HARBOUR MASTER,S145,G Mosse,J Moore,126,1161,8,1/2,8.0,8.0,8.0,8.0,2.27.61,21,7.0,5.0
8438,20150531-7.html,2015-05-31,Sha Tin,7,2014-659,Group One,2400,GOOD TO FIRM,THE STANDARD CHARTERED CHAMPIONS & CHATER CUP,"TURF - ""A"" COURSE",25.28 24.40 25.40 25.36 23.80 23.28,"
                MR GNOCCHI and BLAZING SPEED bumped on a number of occasions shortly after the start.
Shortly after the start, K Teetan (KHAYA) adjusted his right stirrup iron.
HELENE SUPER STAR lost its right front plate at the 2100 Metres.
T Berry (DOMINANT) was found guilty of a charge of improper riding [Rule 100(1)] in that between the 1700 Metres and the 1600 Metres he directed his mount in onto MR GNOCCHI which had established its position one horse away from the rail.  As a result of directing DOMINANT in onto MR GNOCCHI at this time, MR GNOCCHI was unnecessarily hampered and became unbalanced on a number of occasions when being bumped by DOMINANT.  T Berry was suspended from riding in races for a period to expire on Thursday, 9 July 2015 on which day he may resume race riding (6 Hong Kong racedays).  The commencement of the suspension was deferred until after the race meeting to be conducted in Queensland on Saturday, 20 June 2015.  For some distance after this, DOMINANT and MR GNOCCHI continued to race tight.
Near the 650 Metres, HELENE SUPER STAR and HELENE HAPPY STAR raced tight.
Rounding the Home Turn, DOMINANT became unbalanced after being bumped on the hindquarters by MR GNOCCHI which was attempting to improve between DOMINANT and BLAZING SPEED which, when shifting to the outside of HELENE HAPPY STAR, was taken wider by that horse which was taken out by HELENE SUPER STAR which shifted out to improve around KHAYA.
HARBOUR MASTER was held up for clear running in the early part of the Straight.
Near the 100 Metres, HARBOUR MASTER was momentarily awkwardly placed when racing tight inside HELENE SUPER STAR.
The performance of SAME WORLD, which finished tailed out, was considered unacceptable.  Before being allowed to race again, SAME WORLD will be required to perform to the satisfaction of the Stewards in an official barrier trial and be subjected to an official veterinary examination.
BLAZING SPEED, HELENE SUPER STAR and DOMINANT were sent for sampling.
",6,8.0,MR GNOCCHI,P080,N Rawiller,A T Millard,126,1059,2,2-1/4,6.0,7.0,6.0,6.0,2.27.86,11,8.0,6.0
8439,20150531-7.html,2015-05-31,Sha Tin,7,2014-659,Group One,2400,GOOD TO FIRM,THE STANDARD CHARTERED CHAMPIONS & CHATER CUP,"TURF - ""A"" COURSE",25.28 24.40 25.40 25.36 23.80 23.28,"
                MR GNOCCHI and BLAZING SPEED bumped on a number of occasions shortly after the start.
Shortly after the start, K Teetan (KHAYA) adjusted his right stirrup iron.
HELENE SUPER STAR lost its right front plate at the 2100 Metres.
T Berry (DOMINANT) was found guilty of a charge of improper riding [Rule 100(1)] in that between the 1700 Metres and the 1600 Metres he directed his mount in onto MR GNOCCHI which had established its position one horse away from the rail.  As a result of directing DOMINANT in onto MR GNOCCHI at this time, MR GNOCCHI was unnecessarily hampered and became unbalanced on a number of occasions when being bumped by DOMINANT.  T Berry was suspended from riding in races for a period to expire on Thursday, 9 July 2015 on which day he may resume race riding (6 Hong Kong racedays).  The commencement of the suspension was deferred until after the race meeting to be conducted in Queensland on Saturday, 20 June 2015.  For some distance after this, DOMINANT and MR GNOCCHI continued to race tight.
Near the 650 Metres, HELENE SUPER STAR and HELENE HAPPY STAR raced tight.
Rounding the Home Turn, DOMINANT became unbalanced after being bumped on the hindquarters by MR GNOCCHI which was attempting to improve between DOMINANT and BLAZING SPEED which, when shifting to the outside of HELENE HAPPY STAR, was taken wider by that horse which was taken out by HELENE SUPER STAR which shifted out to improve around KHAYA.
HARBOUR MASTER was held up for clear running in the early part of the Straight.
Near the 100 Metres, HARBOUR MASTER was momentarily awkwardly placed when racing tight inside HELENE SUPER STAR.
The performance of SAME WORLD, which finished tailed out, was considered unacceptable.  Before being allowed to race again, SAME WORLD will be required to perform to the satisfaction of the Stewards in an official barrier trial and be subjected to an official veterinary examination.
BLAZING SPEED, HELENE SUPER STAR and DOMINANT were sent for sampling.
",7,5.0,KHAYA,P289,K Teetan,J Size,126,1046,4,2-1/2,2.0,2.0,2.0,2.0,2.27.93,24,1.0,7.0
8440,20150531-7.html,2015-05-31,Sha Tin,7,2014-659,Group One,2400,GOOD TO FIRM,THE STANDARD CHARTERED CHAMPIONS & CHATER CUP,"TURF - ""A"" COURSE",25.28 24.40 25.40 25.36 23.80 23.28,"
                MR GNOCCHI and BLAZING SPEED bumped on a number of occasions shortly after the start.
Shortly after the start, K Teetan (KHAYA) adjusted his right stirrup iron.
HELENE SUPER STAR lost its right front plate at the 2100 Metres.
T Berry (DOMINANT) was found guilty of a charge of improper riding [Rule 100(1)] in that between the 1700 Metres and the 1600 Metres he directed his mount in onto MR GNOCCHI which had established its position one horse away from the rail.  As a result of directing DOMINANT in onto MR GNOCCHI at this time, MR GNOCCHI was unnecessarily hampered and became unbalanced on a number of occasions when being bumped by DOMINANT.  T Berry was suspended from riding in races for a period to expire on Thursday, 9 July 2015 on which day he may resume race riding (6 Hong Kong racedays).  The commencement of the suspension was deferred until after the race meeting to be conducted in Queensland on Saturday, 20 June 2015.  For some distance after this, DOMINANT and MR GNOCCHI continued to race tight.
Near the 650 Metres, HELENE SUPER STAR and HELENE HAPPY STAR raced tight.
Rounding the Home Turn, DOMINANT became unbalanced after being bumped on the hindquarters by MR GNOCCHI which was attempting to improve between DOMINANT and BLAZING SPEED which, when shifting to the outside of HELENE HAPPY STAR, was taken wider by that horse which was taken out by HELENE SUPER STAR which shifted out to improve around KHAYA.
HARBOUR MASTER was held up for clear running in the early part of the Straight.
Near the 100 Metres, HARBOUR MASTER was momentarily awkwardly placed when racing tight inside HELENE SUPER STAR.
The performance of SAME WORLD, which finished tailed out, was considered unacceptable.  Before being allowed to race again, SAME WORLD will be required to perform to the satisfaction of the Stewards in an official barrier trial and be subjected to an official veterinary examination.
BLAZING SPEED, HELENE SUPER STAR and DOMINANT were sent for sampling.
",8,7.0,SAME WORLD,N098,K C Leung,J Moore,126,1075,6,33-1/2,1.0,1.0,1.0,1.0,2.32.86,99,4.0,8.0
13085,20151213-4.html,2015-12-13,Sha Tin,4,2015-247,Group One,2400,GOOD,THE LONGINES HONG KONG VASE,"TURF - ""A"" COURSE",25.84 25.61 26.09 24.19 23.64 23.06,"
                As the start was effected, KHAYA lifted its front feet off the ground and consequently was slow to begin.  Then a short distance after the start, KHAYA was steadied when crowded for room between FLINTSHIRE and DARIYAN which shifted out.
MING DYNASTY was slow to begin and then shifted out towards the heels of ENSURING shortly after the start.
HELENE SUPER STAR began awkwardly.
For some distance in the early stages, MING DYNASTY proved very difficult to settle and passing the winning post on the first occasion became badly unbalanced when being checked away from the heels of DARIYAN.
Approaching the 1600 Metres, CANNOCK CHASE was left racing wide and without cover.
After the 1400 Metres, HARBOUR MASTER was ridden along to improve its position around the field into the lead.
Immediately after the running of this race, the Stewards became aware that CANNOCK CHASE, saddle cloth number 3, had been inadvertently signalled as the 3rd placegetter in this race rather than DARIYAN, saddle cloth number 13, which did in fact finish 3rd.  This matter was rectified by the Judge a short time later with DARIYAN correctly being signalled as the 3rd placegetter.  Prior to the declaration of weighed-in, the Stewards confirmed that the betting system would pay out on the correct numbers and accordingly weighed-in was semaphored at the normal time.
HIGHLAND REEL and FLINTSHIRE were sent for sampling.
",1,11.0,HIGHLAND REEL,V623,R Moore,A P O'Brien,121,1036,9,-,1.0,1.0,2.0,3.0,2.28.43,4.2,5.0,1.0
13086,20151213-4.html,2015-12-13,Sha Tin,4,2015-247,Group One,2400,GOOD,THE LONGINES HONG KONG VASE,"TURF - ""A"" COURSE",25.84 25.61 26.09 24.19 23.64 23.06,"
                As the start was effected, KHAYA lifted its front feet off the ground and consequently was slow to begin.  Then a short distance after the start, KHAYA was steadied when crowded for room between FLINTSHIRE and DARIYAN which shifted out.
MING DYNASTY was slow to begin and then shifted out towards the heels of ENSURING shortly after the start.
HELENE SUPER STAR began awkwardly.
For some distance in the early stages, MING DYNASTY proved very difficult to settle and passing the winning post on the first occasion became badly unbalanced when being checked away from the heels of DARIYAN.
Approaching the 1600 Metres, CANNOCK CHASE was left racing wide and without cover.
After the 1400 Metres, HARBOUR MASTER was ridden along to improve its position around the field into the lead.
Immediately after the running of this race, the Stewards became aware that CANNOCK CHASE, saddle cloth number 3, had been inadvertently signalled as the 3rd placegetter in this race rather than DARIYAN, saddle cloth number 13, which did in fact finish 3rd.  This matter was rectified by the Judge a short time later with DARIYAN correctly being signalled as the 3rd placegetter.  Prior to the declaration of weighed-in, the Stewards confirmed that the betting system would pay out on the correct numbers and accordingly weighed-in was semaphored at the normal time.
HIGHLAND REEL and FLINTSHIRE were sent for sampling.
",2,1.0,FLINTSHIRE,T615,V Cheminaud,A Fabre,126,1085,8,1-1/2,4.0,4.0,5.0,5.0,2.28.65,2.5,4.0,2.0
13087,20151213-4.html,2015-12-13,Sha Tin,4,2015-247,Group One,2400,GOOD,THE LONGINES HONG KONG VASE,"TURF - ""A"" COURSE",25.84 25.61 26.09 24.19 23.64 23.06,"
                As the start was effected, KHAYA lifted its front feet off the ground and consequently was slow to begin.  Then a short distance after the start, KHAYA was steadied when crowded for room between FLINTSHIRE and DARIYAN which shifted out.
MING DYNASTY was slow to begin and then shifted out towards the heels of ENSURING shortly after the start.
HELENE SUPER STAR began awkwardly.
For some distance in the early stages, MING DYNASTY proved very difficult to settle and passing the winning post on the first occasion became badly unbalanced when being checked away from the heels of DARIYAN.
Approaching the 1600 Metres, CANNOCK CHASE was left racing wide and without cover.
After the 1400 Metres, HARBOUR MASTER was ridden along to improve its position around the field into the lead.
Immediately after the running of this race, the Stewards became aware that CANNOCK CHASE, saddle cloth number 3, had been inadvertently signalled as the 3rd placegetter in this race rather than DARIYAN, saddle cloth number 13, which did in fact finish 3rd.  This matter was rectified by the Judge a short time later with DARIYAN correctly being signalled as the 3rd placegetter.  Prior to the declaration of weighed-in, the Stewards confirmed that the betting system would pay out on the correct numbers and accordingly weighed-in was semaphored at the normal time.
HIGHLAND REEL and FLINTSHIRE were sent for sampling.
",3,13.0,DARIYAN,V625,C Soumillon,de Royer Dupre,121,1046,6,3,6.0,7.0,8.0,7.0,2.28.88,10,6.0,3.0
13088,20151213-4.html,2015-12-13,Sha Tin,4,2015-247,Group One,2400,GOOD,THE LONGINES HONG KONG VASE,"TURF - ""A"" COURSE",25.84 25.61 26.09 24.19 23.64 23.06,"
                As the start was effected, KHAYA lifted its front feet off the ground and consequently was slow to begin.  Then a short distance after the start, KHAYA was steadied when crowded for room between FLINTSHIRE and DARIYAN which shifted out.
MING DYNASTY was slow to begin and then shifted out towards the heels of ENSURING shortly after the start.
HELENE SUPER STAR began awkwardly.
For some distance in the early stages, MING DYNASTY proved very difficult to settle and passing the winning post on the first occasion became badly unbalanced when being checked away from the heels of DARIYAN.
Approaching the 1600 Metres, CANNOCK CHASE was left racing wide and without cover.
After the 1400 Metres, HARBOUR MASTER was ridden along to improve its position around the field into the lead.
Immediately after the running of this race, the Stewards became aware that CANNOCK CHASE, saddle cloth number 3, had been inadvertently signalled as the 3rd placegetter in this race rather than DARIYAN, saddle cloth number 13, which did in fact finish 3rd.  This matter was rectified by the Judge a short time later with DARIYAN correctly being signalled as the 3rd placegetter.  Prior to the declaration of weighed-in, the Stewards confirmed that the betting system would pay out on the correct numbers and accordingly weighed-in was semaphored at the normal time.
HIGHLAND REEL and FLINTSHIRE were sent for sampling.
",4,12.0,MING DYNASTY,V624,U Rispoli,M Delzangles,121,1048,3,4-3/4,9.0,10.0,11.0,11.0,2.29.17,22,9.0,4.0
13089,20151213-4.html,2015-12-13,Sha Tin,4,2015-247,Group One,2400,GOOD,THE LONGINES HONG KONG VASE,"TURF - ""A"" COURSE",25.84 25.61 26.09 24.19 23.64 23.06,"
                As the start was effected, KHAYA lifted its front feet off the ground and consequently was slow to begin.  Then a short distance after the start, KHAYA was steadied when crowded for room between FLINTSHIRE and DARIYAN which shifted out.
MING DYNASTY was slow to begin and then shifted out towards the heels of ENSURING shortly after the start.
HELENE SUPER STAR began awkwardly.
For some distance in the early stages, MING DYNASTY proved very difficult to settle and passing the winning post on the first occasion became badly unbalanced when being checked away from the heels of DARIYAN.
Approaching the 1600 Metres, CANNOCK CHASE was left racing wide and without cover.
After the 1400 Metres, HARBOUR MASTER was ridden along to improve its position around the field into the lead.
Immediately after the running of this race, the Stewards became aware that CANNOCK CHASE, saddle cloth number 3, had been inadvertently signalled as the 3rd placegetter in this race rather than DARIYAN, saddle cloth number 13, which did in fact finish 3rd.  This matter was rectified by the Judge a short time later with DARIYAN correctly being signalled as the 3rd placegetter.  Prior to the declaration of weighed-in, the Stewards confirmed that the betting system would pay out on the correct numbers and accordingly weighed-in was semaphored at the normal time.
HIGHLAND REEL and FLINTSHIRE were sent for sampling.
",5,7.0,HELENE HAPPY STAR,T104,J Moreira,J Moore,126,1126,5,5-3/4,2.0,3.0,4.0,4.0,2.29.33,7.2,2.0,5.0
13090,20151213-4.html,2015-12-13,Sha Tin,4,2015-247,Group One,2400,GOOD,THE LONGINES HONG KONG VASE,"TURF - ""A"" COURSE",25.84 25.61 26.09 24.19 23.64 23.06,"
                As the start was effected, KHAYA lifted its front feet off the ground and consequently was slow to begin.  Then a short distance after the start, KHAYA was steadied when crowded for room between FLINTSHIRE and DARIYAN which shifted out.
MING DYNASTY was slow to begin and then shifted out towards the heels of ENSURING shortly after the start.
HELENE SUPER STAR began awkwardly.
For some distance in the early stages, MING DYNASTY proved very difficult to settle and passing the winning post on the first occasion became badly unbalanced when being checked away from the heels of DARIYAN.
Approaching the 1600 Metres, CANNOCK CHASE was left racing wide and without cover.
After the 1400 Metres, HARBOUR MASTER was ridden along to improve its position around the field into the lead.
Immediately after the running of this race, the Stewards became aware that CANNOCK CHASE, saddle cloth number 3, had been inadvertently signalled as the 3rd placegetter in this race rather than DARIYAN, saddle cloth number 13, which did in fact finish 3rd.  This matter was rectified by the Judge a short time later with DARIYAN correctly being signalled as the 3rd placegetter.  Prior to the declaration of weighed-in, the Stewards confirmed that the betting system would pay out on the correct numbers and accordingly weighed-in was semaphored at the normal time.
HIGHLAND REEL and FLINTSHIRE were sent for sampling.
",6,6.0,DOMINANT,N169,Z Purton,J Moore,126,1075,2,7-1/4,8.0,11.0,12.0,12.0,2.29.58,11,11.0,6.0
13091,20151213-4.html,2015-12-13,Sha Tin,4,2015-247,Group One,2400,GOOD,THE LONGINES HONG KONG VASE,"TURF - ""A"" COURSE",25.84 25.61 26.09 24.19 23.64 23.06,"
                As the start was effected, KHAYA lifted its front feet off the ground and consequently was slow to begin.  Then a short distance after the start, KHAYA was steadied when crowded for room between FLINTSHIRE and DARIYAN which shifted out.
MING DYNASTY was slow to begin and then shifted out towards the heels of ENSURING shortly after the start.
HELENE SUPER STAR began awkwardly.
For some distance in the early stages, MING DYNASTY proved very difficult to settle and passing the winning post on the first occasion became badly unbalanced when being checked away from the heels of DARIYAN.
Approaching the 1600 Metres, CANNOCK CHASE was left racing wide and without cover.
After the 1400 Metres, HARBOUR MASTER was ridden along to improve its position around the field into the lead.
Immediately after the running of this race, the Stewards became aware that CANNOCK CHASE, saddle cloth number 3, had been inadvertently signalled as the 3rd placegetter in this race rather than DARIYAN, saddle cloth number 13, which did in fact finish 3rd.  This matter was rectified by the Judge a short time later with DARIYAN correctly being signalled as the 3rd placegetter.  Prior to the declaration of weighed-in, the Stewards confirmed that the betting system would pay out on the correct numbers and accordingly weighed-in was semaphored at the normal time.
HIGHLAND REEL and FLINTSHIRE were sent for sampling.
",7,4.0,PREFERMENT,V620,H Bowman,C Waller,126,1160,10,7-3/4,10.0,9.0,9.0,9.0,2.29.68,22,12.0,7.0
13092,20151213-4.html,2015-12-13,Sha Tin,4,2015-247,Group One,2400,GOOD,THE LONGINES HONG KONG VASE,"TURF - ""A"" COURSE",25.84 25.61 26.09 24.19 23.64 23.06,"
                As the start was effected, KHAYA lifted its front feet off the ground and consequently was slow to begin.  Then a short distance after the start, KHAYA was steadied when crowded for room between FLINTSHIRE and DARIYAN which shifted out.
MING DYNASTY was slow to begin and then shifted out towards the heels of ENSURING shortly after the start.
HELENE SUPER STAR began awkwardly.
For some distance in the early stages, MING DYNASTY proved very difficult to settle and passing the winning post on the first occasion became badly unbalanced when being checked away from the heels of DARIYAN.
Approaching the 1600 Metres, CANNOCK CHASE was left racing wide and without cover.
After the 1400 Metres, HARBOUR MASTER was ridden along to improve its position around the field into the lead.
Immediately after the running of this race, the Stewards became aware that CANNOCK CHASE, saddle cloth number 3, had been inadvertently signalled as the 3rd placegetter in this race rather than DARIYAN, saddle cloth number 13, which did in fact finish 3rd.  This matter was rectified by the Judge a short time later with DARIYAN correctly being signalled as the 3rd placegetter.  Prior to the declaration of weighed-in, the Stewards confirmed that the betting system would pay out on the correct numbers and accordingly weighed-in was semaphored at the normal time.
HIGHLAND REEL and FLINTSHIRE were sent for sampling.
",8,9.0,KHAYA,P289,C Williams,J Size,126,1069,7,8-1/2,13.0,13.0,13.0,13.0,2.29.77,79,13.0,8.0
13093,20151213-4.html,2015-12-13,Sha Tin,4,2015-247,Group One,2400,GOOD,THE LONGINES HONG KONG VASE,"TURF - ""A"" COURSE",25.84 25.61 26.09 24.19 23.64 23.06,"
                As the start was effected, KHAYA lifted its front feet off the ground and consequently was slow to begin.  Then a short distance after the start, KHAYA was steadied when crowded for room between FLINTSHIRE and DARIYAN which shifted out.
MING DYNASTY was slow to begin and then shifted out towards the heels of ENSURING shortly after the start.
HELENE SUPER STAR began awkwardly.
For some distance in the early stages, MING DYNASTY proved very difficult to settle and passing the winning post on the first occasion became badly unbalanced when being checked away from the heels of DARIYAN.
Approaching the 1600 Metres, CANNOCK CHASE was left racing wide and without cover.
After the 1400 Metres, HARBOUR MASTER was ridden along to improve its position around the field into the lead.
Immediately after the running of this race, the Stewards became aware that CANNOCK CHASE, saddle cloth number 3, had been inadvertently signalled as the 3rd placegetter in this race rather than DARIYAN, saddle cloth number 13, which did in fact finish 3rd.  This matter was rectified by the Judge a short time later with DARIYAN correctly being signalled as the 3rd placegetter.  Prior to the declaration of weighed-in, the Stewards confirmed that the betting system would pay out on the correct numbers and accordingly weighed-in was semaphored at the normal time.
HIGHLAND REEL and FLINTSHIRE were sent for sampling.
",9,10.0,ENSURING,S437,B Prebble,J Size,126,1129,4,8-1/2,5.0,8.0,10.0,10.0,2.29.78,18,10.0,9.0
13094,20151213-4.html,2015-12-13,Sha Tin,4,2015-247,Group One,2400,GOOD,THE LONGINES HONG KONG VASE,"TURF - ""A"" COURSE",25.84 25.61 26.09 24.19 23.64 23.06,"
                As the start was effected, KHAYA lifted its front feet off the ground and consequently was slow to begin.  Then a short distance after the start, KHAYA was steadied when crowded for room between FLINTSHIRE and DARIYAN which shifted out.
MING DYNASTY was slow to begin and then shifted out towards the heels of ENSURING shortly after the start.
HELENE SUPER STAR began awkwardly.
For some distance in the early stages, MING DYNASTY proved very difficult to settle and passing the winning post on the first occasion became badly unbalanced when being checked away from the heels of DARIYAN.
Approaching the 1600 Metres, CANNOCK CHASE was left racing wide and without cover.
After the 1400 Metres, HARBOUR MASTER was ridden along to improve its position around the field into the lead.
Immediately after the running of this race, the Stewards became aware that CANNOCK CHASE, saddle cloth number 3, had been inadvertently signalled as the 3rd placegetter in this race rather than DARIYAN, saddle cloth number 13, which did in fact finish 3rd.  This matter was rectified by the Judge a short time later with DARIYAN correctly being signalled as the 3rd placegetter.  Prior to the declaration of weighed-in, the Stewards confirmed that the betting system would pay out on the correct numbers and accordingly weighed-in was semaphored at the normal time.
HIGHLAND REEL and FLINTSHIRE were sent for sampling.
",10,2.0,CIRRUS DES AIGLES,L623,O Peslier,Barande-Barbe,126,1034,12,10,7.0,2.0,3.0,2.0,2.30.02,52,3.0,10.0
13095,20151213-4.html,2015-12-13,Sha Tin,4,2015-247,Group One,2400,GOOD,THE LONGINES HONG KONG VASE,"TURF - ""A"" COURSE",25.84 25.61 26.09 24.19 23.64 23.06,"
                As the start was effected, KHAYA lifted its front feet off the ground and consequently was slow to begin.  Then a short distance after the start, KHAYA was steadied when crowded for room between FLINTSHIRE and DARIYAN which shifted out.
MING DYNASTY was slow to begin and then shifted out towards the heels of ENSURING shortly after the start.
HELENE SUPER STAR began awkwardly.
For some distance in the early stages, MING DYNASTY proved very difficult to settle and passing the winning post on the first occasion became badly unbalanced when being checked away from the heels of DARIYAN.
Approaching the 1600 Metres, CANNOCK CHASE was left racing wide and without cover.
After the 1400 Metres, HARBOUR MASTER was ridden along to improve its position around the field into the lead.
Immediately after the running of this race, the Stewards became aware that CANNOCK CHASE, saddle cloth number 3, had been inadvertently signalled as the 3rd placegetter in this race rather than DARIYAN, saddle cloth number 13, which did in fact finish 3rd.  This matter was rectified by the Judge a short time later with DARIYAN correctly being signalled as the 3rd placegetter.  Prior to the declaration of weighed-in, the Stewards confirmed that the betting system would pay out on the correct numbers and accordingly weighed-in was semaphored at the normal time.
HIGHLAND REEL and FLINTSHIRE were sent for sampling.
",11,3.0,CANNOCK CHASE,V619,P Smullen,Sir M R Stoute,126,1016,13,10-1/2,11.0,6.0,7.0,6.0,2.30.10,25,8.0,11.0
